prop_id,Label
145937,Homeowner
145985,Renters
146090,Homeowner
146126,Homeowner
146138,Homeowner
146164,Renters
146203,Homeowner
146239,Homeowner
146243,Homeowner
146253,Homeowner
146390,Renters
146510,Homeowner
146556,Renters
146683,Homeowner
146729,Homeowner
146735,Renters
146783,Homeowner
146890,Renters
146911,Renters
146940,Homeowner
146968,Homeowner
146999,Homeowner
147010,Homeowner
147020,Homeowner
147077,Homeowner
147135,Renters
147171,Renters
147180,Homeowner
147183,Renters
147247,Homeowner
147337,Homeowner
147367,Renters
147372,Homeowner
147516,Homeowner
147555,Homeowner
147566,Homeowner
147595,Homeowner
147643,Homeowner
147949,Homeowner
147955,Homeowner
147967,Homeowner
148040,Homeowner
148128,Homeowner
148233,Homeowner
148311,Homeowner
148320,Homeowner
148402,Homeowner
148483,Renters
148516,Homeowner
148582,Homeowner
148602,Homeowner
148640,Homeowner
148659,Homeowner
148813,Homeowner
148905,Homeowner
148907,Homeowner
148940,Homeowner
148947,Homeowner
148954,Renters
148958,Homeowner
148996,Homeowner
149124,Homeowner
149208,Homeowner
149274,Renters
149288,Homeowner
149289,Homeowner
149350,Homeowner
149364,Homeowner
149485,Homeowner
149519,Renters
149663,Homeowner
149677,Homeowner
149737,Homeowner
149860,Renters
149888,Homeowner
149894,Homeowner
150029,Renters
150090,Homeowner
150092,Renters
150155,Homeowner
150156,Renters
150158,Homeowner
150172,Homeowner
150192,Homeowner
150201,Homeowner
150207,Renters
150216,Renters
150241,Renters
150249,Homeowner
150294,Homeowner
150371,Renters
150389,Homeowner
150397,Homeowner
150398,Homeowner
150405,Homeowner
150406,Homeowner
150434,Homeowner
150443,Homeowner
150465,Homeowner
150477,Renters
150542,Renters
150632,Homeowner
150676,Homeowner
150714,Renters
150728,Homeowner
150842,Renters
150958,Homeowner
150982,Renters
150991,Homeowner
151036,Homeowner
151043,Renters
151073,Homeowner
151083,Renters
151128,Homeowner
151156,Renters
151195,Homeowner
151207,Homeowner
151231,Renters
151261,Homeowner
151283,Homeowner
151338,Homeowner
151341,Homeowner
151396,Homeowner
151514,Homeowner
151527,Renters
151584,Renters
151615,Homeowner
151621,Renters
151668,Renters
151675,Homeowner
151688,Homeowner
151758,Homeowner
151760,Homeowner
151762,Homeowner
151767,Homeowner
151771,Homeowner
151780,Renters
151834,Homeowner
151855,Homeowner
151873,Homeowner
151896,Homeowner
151903,Homeowner
151918,Homeowner
151977,Homeowner
152092,Renters
152097,Homeowner
152152,Renters
152193,Homeowner
152194,Homeowner
152223,Renters
152238,Homeowner
152239,Homeowner
152290,Homeowner
152306,Homeowner
152312,Homeowner
152625,Homeowner
152631,Homeowner
152682,Renters
152686,Homeowner
152690,Homeowner
152738,Renters
152793,Homeowner
152831,Homeowner
152897,Homeowner
152973,Renters
153039,Homeowner
153060,Homeowner
153066,Homeowner
153107,Homeowner
153122,Renters
153141,Homeowner
153160,Homeowner
153214,Homeowner
153265,Homeowner
153282,Renters
153299,Homeowner
153409,Homeowner
153413,Homeowner
153493,Renters
153496,Renters
153511,Renters
153517,Homeowner
153520,Homeowner
153521,Renters
153526,Homeowner
153528,Homeowner
153550,Homeowner
153597,Homeowner
153600,Homeowner
153619,Homeowner
153686,Homeowner
153770,Renters
153774,Renters
153856,Homeowner
153873,Homeowner
153897,Homeowner
153917,Renters
153935,Homeowner
153951,Homeowner
153959,Homeowner
154024,Homeowner
154039,Renters
154057,Homeowner
154080,Homeowner
154083,Renters
154088,Homeowner
154106,Homeowner
154125,Homeowner
154181,Homeowner
154210,Homeowner
154218,Homeowner
154219,Renters
154227,Homeowner
154263,Renters
154300,Homeowner
154310,Homeowner
154316,Homeowner
154378,Homeowner
154396,Homeowner
154412,Homeowner
154441,Homeowner
154496,Homeowner
154498,Renters
154518,Homeowner
154635,Homeowner
154666,Homeowner
154671,Homeowner
154714,Homeowner
154734,Renters
154740,Homeowner
154754,Homeowner
154784,Homeowner
154841,Homeowner
154846,Homeowner
154847,Homeowner
154859,Renters
154895,Homeowner
154920,Homeowner
154930,Homeowner
155005,Renters
155010,Homeowner
155032,Homeowner
155042,Homeowner
155045,Homeowner
155049,Homeowner
155056,Renters
155067,Renters
155069,Renters
155113,Homeowner
155144,Homeowner
155256,Renters
155345,Homeowner
155351,Homeowner
155365,Renters
155374,Homeowner
155386,Homeowner
155490,Renters
155507,Homeowner
155524,Homeowner
155584,Homeowner
155600,Homeowner
155603,Homeowner
155612,Homeowner
155620,Homeowner
155691,Homeowner
155695,Homeowner
155699,Renters
155718,Renters
155722,Renters
155723,Homeowner
155728,Renters
155729,Homeowner
155733,Homeowner
155735,Renters
155738,Homeowner
155742,Renters
155749,Homeowner
155751,Homeowner
155776,Renters
155821,Homeowner
155839,Renters
155840,Renters
155847,Homeowner
155913,Homeowner
155914,Renters
155919,Homeowner
155959,Homeowner
155966,Homeowner
155986,Renters
156012,Homeowner
156047,Homeowner
156050,Renters
156061,Homeowner
156079,Homeowner
156093,Renters
156100,Homeowner
156107,Homeowner
156124,Homeowner
156137,Homeowner
156144,Homeowner
156181,Renters
156196,Renters
156201,Homeowner
156254,Homeowner
156258,Renters
156261,Homeowner
156308,Homeowner
156314,Homeowner
156319,Homeowner
156322,Homeowner
156323,Homeowner
156344,Homeowner
156360,Homeowner
156368,Homeowner
156379,Homeowner
156426,Homeowner
156438,Homeowner
156452,Homeowner
156456,Homeowner
156496,Renters
156513,Homeowner
156522,Homeowner
156523,Homeowner
156533,Homeowner
156541,Renters
156545,Renters
156584,Homeowner
156586,Homeowner
156594,Homeowner
156598,Homeowner
156639,Renters
156651,Homeowner
156699,Homeowner
156703,Homeowner
156708,Homeowner
156715,Homeowner
156745,Homeowner
156758,Homeowner
156774,Homeowner
156776,Homeowner
156799,Homeowner
156848,Renters
156853,Homeowner
156886,Homeowner
156904,Renters
156944,Homeowner
156951,Renters
156967,Homeowner
156983,Homeowner
157004,Homeowner
157041,Homeowner
157051,Homeowner
157064,Renters
157080,Renters
157108,Homeowner
157119,Renters
157134,Renters
157147,Homeowner
157151,Renters
157168,Homeowner
157174,Homeowner
157182,Homeowner
157198,Homeowner
157244,Renters
157246,Homeowner
157254,Renters
157258,Homeowner
157272,Homeowner
157283,Homeowner
157287,Renters
157308,Homeowner
157313,Renters
157332,Renters
157370,Homeowner
157385,Homeowner
157388,Homeowner
157391,Renters
157432,Homeowner
157442,Homeowner
157448,Homeowner
157494,Homeowner
157512,Renters
157514,Renters
157532,Homeowner
157539,Homeowner
157543,Homeowner
157616,Renters
157625,Homeowner
157680,Renters
157696,Homeowner
157712,Homeowner
157743,Renters
157760,Homeowner
157761,Homeowner
157770,Homeowner
157779,Homeowner
157794,Renters
157808,Homeowner
157875,Renters
157879,Homeowner
157887,Homeowner
157899,Renters
157915,Renters
157925,Homeowner
157933,Homeowner
157936,Homeowner
157985,Homeowner
157995,Renters
158008,Homeowner
158012,Homeowner
158070,Homeowner
158108,Homeowner
158130,Homeowner
158133,Renters
158170,Homeowner
158177,Renters
158189,Homeowner
158210,Renters
158221,Homeowner
158256,Homeowner
158261,Homeowner
158276,Homeowner
158300,Renters
158313,Homeowner
158343,Homeowner
158349,Homeowner
158394,Renters
158397,Renters
158410,Renters
158452,Homeowner
158469,Homeowner
158473,Homeowner
158563,Homeowner
158624,Homeowner
158628,Homeowner
158631,Homeowner
158634,Homeowner
158639,Renters
158641,Homeowner
158660,Homeowner
158679,Renters
158682,Renters
158724,Homeowner
158738,Homeowner
158766,Homeowner
158781,Homeowner
158785,Homeowner
158802,Homeowner
158815,Homeowner
158820,Homeowner
158835,Renters
158842,Renters
158890,Renters
158893,Homeowner
158905,Homeowner
158919,Homeowner
158973,Renters
159022,Homeowner
159088,Renters
159090,Homeowner
159102,Homeowner
159103,Homeowner
159128,Renters
159149,Homeowner
159159,Homeowner
159198,Homeowner
159213,Renters
159221,Renters
159296,Renters
159298,Homeowner
159313,Homeowner
159334,Homeowner
159350,Homeowner
159354,Homeowner
159359,Homeowner
159371,Homeowner
159380,Homeowner
159393,Homeowner
159406,Renters
159450,Renters
159490,Renters
159505,Homeowner
159509,Homeowner
159526,Homeowner
159549,Homeowner
159557,Homeowner
159559,Homeowner
159562,Homeowner
159563,Homeowner
159570,Renters
159588,Homeowner
159591,Renters
159632,Renters
159634,Renters
159651,Homeowner
159674,Homeowner
159681,Homeowner
159696,Homeowner
159702,Homeowner
159705,Homeowner
159707,Homeowner
159731,Homeowner
159770,Homeowner
159789,Homeowner
159798,Homeowner
159861,Renters
159888,Homeowner
159907,Homeowner
159908,Homeowner
159910,Renters
159933,Homeowner
159943,Renters
159957,Homeowner
159985,Homeowner
160012,Homeowner
160014,Homeowner
160020,Homeowner
160043,Homeowner
160050,Homeowner
160052,Homeowner
160110,Homeowner
160116,Renters
160147,Homeowner
160150,Homeowner
160188,Homeowner
160223,Homeowner
160228,Renters
160246,Homeowner
160263,Homeowner
160272,Homeowner
160290,Homeowner
160292,Homeowner
160297,Homeowner
160299,Homeowner
160304,Homeowner
160351,Homeowner
160354,Homeowner
160378,Homeowner
160396,Homeowner
160418,Homeowner
160420,Renters
160444,Renters
160456,Homeowner
160468,Homeowner
160473,Homeowner
160480,Homeowner
160521,Homeowner
160533,Homeowner
160543,Homeowner
160563,Renters
160568,Homeowner
160574,Homeowner
160602,Renters
160628,Homeowner
160658,Renters
160690,Renters
160724,Homeowner
160728,Homeowner
160741,Homeowner
160767,Homeowner
160773,Homeowner
160785,Renters
160806,Homeowner
160818,Renters
160869,Renters
160878,Homeowner
160880,Homeowner
160888,Renters
160930,Renters
160931,Homeowner
160954,Homeowner
160970,Renters
160978,Homeowner
160999,Homeowner
161032,Renters
161057,Homeowner
161063,Homeowner
161064,Homeowner
161085,Renters
161100,Homeowner
161197,Homeowner
161198,Renters
161223,Renters
161235,Homeowner
161236,Renters
161241,Homeowner
161260,Homeowner
161288,Homeowner
161290,Homeowner
161324,Homeowner
161351,Homeowner
161383,Homeowner
161396,Homeowner
161399,Homeowner
161404,Renters
161442,Renters
161458,Homeowner
161469,Renters
161485,Renters
161503,Renters
161546,Homeowner
161555,Homeowner
161563,Homeowner
161612,Homeowner
161645,Homeowner
161662,Homeowner
161686,Homeowner
161752,Homeowner
161804,Homeowner
161833,Homeowner
161855,Homeowner
161857,Homeowner
161887,Renters
161888,Homeowner
161892,Renters
161893,Renters
161899,Homeowner
161924,Renters
161931,Homeowner
161965,Renters
161968,Homeowner
161980,Homeowner
161992,Renters
162001,Renters
162032,Homeowner
162041,Homeowner
162087,Renters
162101,Renters
162111,Homeowner
162120,Homeowner
162121,Homeowner
162148,Homeowner
162161,Homeowner
162165,Homeowner
162199,Homeowner
162228,Homeowner
162229,Homeowner
162233,Homeowner
162273,Homeowner
162291,Homeowner
162323,Homeowner
162329,Homeowner
162351,Homeowner
162352,Homeowner
162377,Renters
162384,Homeowner
162392,Renters
162415,Homeowner
162418,Homeowner
162426,Renters
162455,Homeowner
162456,Homeowner
162460,Renters
162498,Homeowner
162499,Homeowner
162538,Renters
162551,Homeowner
162571,Renters
162573,Renters
162589,Homeowner
162611,Homeowner
162625,Homeowner
162627,Homeowner
162628,Homeowner
162637,Homeowner
162646,Renters
162683,Homeowner
162694,Homeowner
162695,Renters
162721,Renters
162744,Homeowner
162751,Homeowner
162773,Homeowner
162775,Renters
162841,Homeowner
162850,Homeowner
162865,Homeowner
162866,Homeowner
162879,Renters
162928,Homeowner
162929,Homeowner
162934,Homeowner
162958,Homeowner
162963,Renters
162983,Homeowner
163021,Homeowner
163029,Homeowner
163060,Renters
163118,Homeowner
163144,Homeowner
163161,Homeowner
163187,Homeowner
163264,Homeowner
163268,Renters
163337,Homeowner
163340,Renters
163349,Homeowner
163373,Renters
163377,Homeowner
163423,Renters
163434,Renters
163466,Homeowner
163501,Renters
163518,Renters
163524,Homeowner
163539,Renters
163540,Renters
163547,Renters
163551,Homeowner
163590,Renters
163612,Homeowner
163629,Renters
163630,Homeowner
163631,Renters
163638,Homeowner
163645,Homeowner
163683,Renters
163692,Homeowner
163761,Renters
163785,Homeowner
163814,Homeowner
163844,Renters
163851,Renters
163871,Homeowner
163907,Renters
163908,Renters
163933,Homeowner
163934,Homeowner
163962,Renters
163970,Renters
163977,Homeowner
164020,Renters
164025,Renters
164070,Renters
164111,Homeowner
164123,Renters
164171,Renters
164178,Homeowner
164193,Homeowner
164207,Homeowner
164248,Renters
164282,Renters
164299,Renters
164315,Homeowner
164341,Homeowner
164357,Renters
164359,Homeowner
164384,Homeowner
164416,Renters
164417,Renters
164431,Renters
164496,Renters
164531,Renters
164571,Homeowner
164602,Renters
164693,Homeowner
164721,Homeowner
164733,Homeowner
164735,Homeowner
164743,Renters
164761,Renters
164789,Renters
164807,Homeowner
164828,Homeowner
164841,Homeowner
164854,Homeowner
164888,Homeowner
164923,Homeowner
164961,Renters
164968,Homeowner
165025,Homeowner
165076,Renters
165172,Homeowner
165282,Homeowner
165289,Renters
165299,Homeowner
165320,Homeowner
165345,Homeowner
165349,Homeowner
165350,Homeowner
165357,Homeowner
165389,Renters
165401,Renters
165424,Homeowner
165431,Homeowner
165447,Homeowner
165451,Renters
165460,Renters
165494,Homeowner
165521,Homeowner
165522,Renters
165547,Homeowner
165554,Homeowner
165558,Renters
165559,Homeowner
165578,Renters
165585,Renters
165622,Homeowner
165650,Homeowner
165669,Homeowner
165682,Homeowner
165685,Homeowner
165714,Homeowner
165727,Renters
165759,Renters
165764,Homeowner
165768,Homeowner
165793,Renters
165794,Renters
165844,Renters
165917,Homeowner
165918,Renters
165935,Homeowner
165936,Homeowner
165953,Homeowner
165984,Homeowner
166063,Homeowner
166070,Renters
166076,Homeowner
166104,Homeowner
166163,Homeowner
166183,Homeowner
166196,Renters
166227,Renters
166278,Homeowner
166399,Homeowner
166430,Homeowner
166443,Renters
166526,Homeowner
166538,Homeowner
166542,Homeowner
166573,Homeowner
166587,Renters
166619,Homeowner
166640,Homeowner
166722,Renters
166743,Homeowner
166771,Renters
166792,Homeowner
166807,Renters
166819,Homeowner
166829,Homeowner
166852,Homeowner
166856,Homeowner
166980,Homeowner
166999,Homeowner
167022,Homeowner
167031,Homeowner
167074,Homeowner
167087,Renters
167111,Renters
167127,Homeowner
167151,Renters
167186,Homeowner
167196,Homeowner
167199,Homeowner
167229,Homeowner
167298,Homeowner
167357,Homeowner
167369,Homeowner
167396,Homeowner
167405,Homeowner
167413,Homeowner
167564,Homeowner
167572,Homeowner
167601,Homeowner
167608,Renters
167637,Homeowner
167763,Homeowner
167787,Homeowner
167821,Renters
167850,Homeowner
167864,Homeowner
167880,Renters
167913,Homeowner
167931,Homeowner
167969,Homeowner
168027,Homeowner
168058,Homeowner
168068,Renters
168089,Renters
168176,Homeowner
168232,Homeowner
168319,Homeowner
168436,Homeowner
168527,Renters
168567,Renters
168571,Homeowner
168573,Homeowner
168593,Homeowner
168686,Homeowner
168738,Homeowner
168771,Homeowner
168816,Homeowner
168854,Homeowner
168859,Renters
168866,Renters
168892,Homeowner
168932,Homeowner
168983,Renters
168993,Homeowner
169054,Homeowner
169070,Renters
169086,Homeowner
169111,Homeowner
169127,Homeowner
169130,Renters
169379,Renters
169394,Homeowner
169441,Homeowner
169485,Homeowner
169509,Homeowner
169549,Homeowner
169579,Homeowner
169596,Homeowner
169670,Homeowner
169877,Renters
169894,Renters
169901,Homeowner
169930,Renters
170046,Homeowner
170128,Homeowner
170135,Homeowner
170160,Homeowner
170183,Renters
170190,Homeowner
170213,Homeowner
170223,Homeowner
170254,Homeowner
170268,Renters
170321,Homeowner
170332,Homeowner
170366,Homeowner
170425,Homeowner
170435,Homeowner
170481,Homeowner
170486,Renters
170593,Renters
170615,Homeowner
170634,Homeowner
170643,Homeowner
170708,Homeowner
170709,Homeowner
170714,Homeowner
170772,Homeowner
170777,Homeowner
170830,Homeowner
170881,Homeowner
170911,Homeowner
170915,Homeowner
170980,Homeowner
170984,Homeowner
170990,Renters
170999,Homeowner
171008,Homeowner
171013,Homeowner
171028,Homeowner
171071,Homeowner
171100,Renters
171164,Homeowner
171295,Renters
171330,Renters
171364,Homeowner
171409,Renters
171424,Renters
171431,Homeowner
171495,Homeowner
171700,Homeowner
171714,Homeowner
171894,Renters
171906,Homeowner
171963,Homeowner
171980,Homeowner
171995,Homeowner
172036,Homeowner
172043,Renters
172084,Homeowner
172177,Homeowner
172200,Homeowner
172220,Homeowner
172276,Homeowner
172297,Homeowner
172318,Homeowner
172383,Renters
172427,Renters
172447,Homeowner
172491,Homeowner
172611,Renters
172619,Homeowner
172622,Homeowner
172705,Renters
172755,Homeowner
172792,Renters
172814,Homeowner
172818,Homeowner
172936,Homeowner
172961,Renters
172981,Renters
173011,Homeowner
173033,Renters
173181,Renters
173221,Renters
173362,Homeowner
173403,Renters
173495,Homeowner
173521,Homeowner
173528,Renters
173561,Homeowner
173631,Homeowner
173708,Renters
173728,Homeowner
173813,Homeowner
173914,Homeowner
173953,Homeowner
174020,Homeowner
174207,Renters
174352,Renters
174388,Homeowner
174454,Homeowner
174455,Renters
174515,Homeowner
174516,Homeowner
174527,Renters
174732,Homeowner
175131,Renters
175358,Homeowner
175359,Renters
175441,Renters
176181,Homeowner
176284,Homeowner
176457,Homeowner
176593,Homeowner
176653,Homeowner
177142,Homeowner
177150,Homeowner
177158,Renters
177201,Homeowner
177237,Homeowner
177275,Homeowner
177429,Homeowner
177451,Renters
177553,Homeowner
177696,Homeowner
177705,Homeowner
177741,Renters
177863,Homeowner
177882,Renters
178026,Renters
178065,Homeowner
178074,Homeowner
178076,Homeowner
178210,Renters
178277,Homeowner
178299,Renters
178306,Homeowner
178457,Homeowner
178560,Homeowner
178582,Homeowner
178778,Homeowner
178782,Homeowner
178792,Renters
178806,Renters
178910,Renters
178937,Homeowner
178950,Homeowner
179072,Homeowner
179256,Renters
179331,Homeowner
179491,Homeowner
180154,Homeowner
180337,Homeowner
181303,Renters
181612,Homeowner
181909,Homeowner
182074,Homeowner
184183,Homeowner
270698,Homeowner
270701,Renters
270704,Homeowner
270706,Renters
272638,Homeowner
272672,Homeowner
272726,Homeowner
272898,Renters
273148,Homeowner
273636,Homeowner
273637,Homeowner
276864,Homeowner
276868,Homeowner
276891,Renters
278472,Homeowner
278601,Homeowner
278942,Renters
278947,Homeowner
279098,Renters
279110,Homeowner
279160,Renters
279519,Homeowner
279706,Homeowner
279885,Homeowner
280036,Renters
280200,Renters
280486,Homeowner
280580,Homeowner
280714,Homeowner
280715,Renters
280717,Homeowner
280720,Renters
281045,Homeowner
281046,Renters
281049,Homeowner
281050,Renters
281138,Homeowner
281161,Homeowner
281162,Homeowner
295871,Homeowner
295879,Homeowner
295881,Homeowner
296088,Renters
296899,Homeowner
296907,Homeowner
296912,Homeowner
296913,Homeowner
297753,Homeowner
297831,Renters
297894,Homeowner
298097,Homeowner
298325,Renters
299311,Homeowner
299327,Homeowner
299714,Homeowner
300029,Homeowner
300045,Renters
300274,Renters
301609,Homeowner
304055,Homeowner
305689,Homeowner
305714,Renters
307723,Homeowner
307815,Renters
311922,Renters
311951,Homeowner
312040,Homeowner
312046,Homeowner
312056,Homeowner
312060,Homeowner
312956,Homeowner
312957,Homeowner
312958,Homeowner
318937,Homeowner
319718,Homeowner
323176,Homeowner
323202,Renters
323389,Homeowner
323403,Renters
323404,Homeowner
323448,Homeowner
323458,Renters
324333,Homeowner
324353,Renters
324366,Homeowner
324383,Renters
324403,Renters
324648,Renters
324652,Renters
324666,Renters
324673,Homeowner
324682,Renters
324683,Homeowner
324684,Homeowner
324845,Homeowner
325025,Homeowner
325062,Homeowner
325213,Homeowner
325585,Homeowner
325588,Homeowner
325592,Homeowner
325613,Homeowner
325705,Homeowner
325708,Renters
325782,Homeowner
325783,Homeowner
325825,Homeowner
326013,Homeowner
326249,Homeowner
326324,Homeowner
326626,Renters
327443,Renters
327451,Homeowner
328658,Renters
328783,Renters
329945,Homeowner
330952,Homeowner
331005,Homeowner
331108,Homeowner
331109,Homeowner
331132,Renters
331174,Renters
331187,Homeowner
331203,Homeowner
331223,Homeowner
331236,Homeowner
331431,Homeowner
331719,Homeowner
331721,Renters
332638,Homeowner
332786,Homeowner
332838,Renters
333034,Homeowner
333242,Renters
333447,Homeowner
333459,Renters
333564,Homeowner
333574,Homeowner
333640,Homeowner
333664,Homeowner
334349,Renters
337696,Homeowner
344975,Renters
345052,Renters
349021,Homeowner
350628,Homeowner
350812,Homeowner
350823,Homeowner
350831,Renters
350847,Homeowner
351138,Renters
351945,Homeowner
351959,Homeowner
351960,Homeowner
351979,Homeowner
351981,Homeowner
351982,Homeowner
351986,Homeowner
352912,Homeowner
353136,Renters
353486,Renters
353663,Renters
353678,Homeowner
353718,Homeowner
354609,Renters
354613,Renters
355022,Homeowner
355129,Homeowner
355141,Homeowner
355193,Homeowner
355244,Homeowner
355255,Renters
355862,Homeowner
355875,Homeowner
356041,Renters
356047,Homeowner
356049,Homeowner
356224,Homeowner
356233,Homeowner
356237,Homeowner
356295,Homeowner
356315,Homeowner
356323,Renters
356324,Homeowner
356326,Homeowner
356330,Renters
356667,Renters
356855,Homeowner
356871,Renters
356880,Homeowner
356886,Homeowner
357668,Homeowner
357681,Renters
357864,Homeowner
357982,Homeowner
358086,Renters
358094,Homeowner
358126,Homeowner
358129,Homeowner
358604,Renters
358634,Homeowner
358662,Homeowner
358672,Homeowner
358688,Renters
358797,Renters
358816,Homeowner
358830,Homeowner
358832,Renters
358834,Homeowner
358849,Homeowner
358854,Renters
358868,Homeowner
358870,Homeowner
359283,Homeowner
359325,Homeowner
359327,Homeowner
359570,Homeowner
359588,Homeowner
359814,Renters
359815,Homeowner
359841,Homeowner
359842,Homeowner
359872,Homeowner
359888,Renters
360194,Renters
360358,Homeowner
360384,Homeowner
360948,Homeowner
360999,Homeowner
361394,Homeowner
361490,Homeowner
361809,Homeowner
361867,Homeowner
361869,Renters
362120,Homeowner
362238,Renters
362264,Renters
362354,Homeowner
362586,Homeowner
362788,Homeowner
362790,Homeowner
362837,Homeowner
362838,Homeowner
362907,Renters
362949,Renters
362978,Homeowner
362979,Homeowner
363078,Homeowner
363200,Homeowner
363202,Homeowner
371628,Homeowner
371629,Renters
371631,Renters
371632,Homeowner
371636,Homeowner
373216,Renters
373433,Homeowner
373511,Homeowner
373515,Homeowner
373526,Homeowner
373566,Renters
373660,Renters
373661,Homeowner
